Millis,ID,B0,B1,B2,B3,B4,B5,B6,B7
263533,512,0,0,0,0,,,,
263534,500,4,,,,,,,
263535,504,0,1a,1,,,,,
263538,510,7c,5,0,,,,,
263540,534,52,8,,,,,,
263543,548,0e,d0,0,4a,d0,0,,
263545,500,4,,,,,,,
263546,504,0,1a,1,,,,,
263549,513,0,0,0,0,,,,
263549,514,0,2,0,,,,,
263556,500,4,,,,,,,
263556,540,9,90,0,0b,b0,9,,
263557,504,0,1a,1,,,,,
263560,512,0,0,0,0,,,,
263562,534,55,8,,,,,,
263562,509,a0,5,bb,5,eb,5,,
263562,538,0,0,88,6,5a,4,fc,1
263563,544,0a,b0,18,7,e0,3,,
263564,508,0,0,0,0,2,,,
263567,500,4,,,,,,,
263567,54c,0c,c0,0,0c,90,0,,
263568,504,0,1a,1,,,,,
263570,520,0,9,5,4,3,4,5,4
263573,570,19,,,,,,,
263574,568,1a,,,,,,,
263575,513,0,0,0,0,,,,
263578,524,0,0,0,0,5,0,5,9
263579,500,4,,,,,,,
263579,504,0,1a,1,,,,,
263582,534,5e,8,,,,,,
263583,56c,19,,,,,,,
263583,50c,e5,3,1,,,,,
263585,512,0,0,0,0,,,,
263590,500,4,,,,,,,
263590,504,0,1a,1,,,,,
263595,548,0e,d0,0,3f,c0,0,,
263599,564,19,,,,,,,
263600,52c,0,,,,,,,
263601,513,0,0,0,0,,,,
263601,500,4,,,,,,,
263601,504,0,1a,1,,,,,
263603,55c,1b,,,,,,,
263604,550,20,1f,1a,0,,,,
263606,534,47,8,,,,,,
263608,540,9,90,0,0b,b0,8,,
263611,512,0,0,0,0,,,,
263611,509,a3,5,b8,5,e5,5,,
263612,500,4,,,,,,,
263612,538,0,0,88,6,5a,4,fb,1
263612,504,0,1a,1,,,,,
263615,544,0a,90,16,7,e0,3,,
263615,508,0,0,0,0,2,,,
263619,54c,0c,c0,0,0c,90,0,,
263623,500,4,,,,,,,
263623,504,0,1a,1,,,,,
263624,528,0,,,,,,,
263624,520,0,9,5,4,3,4,5,4
263625,534,2e,8,,,,,,
263627,513,0,0,0,0,,,,
263629,524,0,0,0,0,5,0,5,9
263634,50c,ec,3,1,,,,,
263634,504,0,1a,1,,,,,
263635,500,4,,,,,,,
263637,512,0,0,0,0,,,,
263637,510,7c,5,0,,,,,
263645,548,0e,d0,0,3b,d0,0,,
263645,504,0,1a,1,,,,,
263646,500,4,,,,,,,
263647,534,25,8,,,,,,
263650,514,0,2,0,,,,,
263653,513,0,0,0,0,,,,
263656,504,0,1a,1,,,,,
263657,500,4,,,,,,,
263659,540,9,90,0,0b,50,0e,,
263662,509,9f,5,bb,5,e5,5,,
263663,512,0,0,0,0,,,,
263663,538,0,0,88,6,5a,4,fb,1
263665,544,0a,60,17,7,f0,3,,
263665,560,19,,,,,,,
263666,508,0,0,0,0,2,,,
263667,504,0,1a,1,,,,,
263668,500,4,,,,,,,
263669,534,59,8,,,,,,
263671,54c,0c,c0,0,0c,90,0,,
263676,520,0,9,5,4,3,4,5,4
263678,504,0,1a,1,,,,,
263679,500,4,,,,,,,
263679,513,0,0,0,0,,,,
263681,524,0,0,0,0,5,0,5,9
263685,50c,e8,3,1,,,,,
263689,512,0,0,0,0,,,,
263689,504,0,1a,1,,,,,
263691,534,50,8,,,,,,
263693,500,4,,,,,,,
263694,554,0,0,0,0,,,,
263697,548,0e,d0,0,4a,c0,0,,
263700,564,19,,,,,,,
263700,504,0,1a,1,,,,,
263701,52c,0,,,,,,,
263702,500,4,,,,,,,
263705,513,0,0,0,0,,,,
263710,540,9,90,0,0b,b0,0a,,
263711,504,0,1a,1,,,,,
263714,500,4,,,,,,,
263714,534,70,8,,,,,,
263714,509,a3,5,b9,5,dc,5,,
263714,538,0,0,88,6,5a,4,f9,1
263715,512,0,0,0,0,,,,
263717,544,0a,70,19,7,e0,3,,
263717,508,0,0,0,0,2,,,
263721,54c,0c,c0,0,0c,90,0,,
263722,504,0,1a,1,,,,,
263724,500,4,,,,,,,
263726,528,0,,,,,,,
263728,520,0,9,5,4,3,4,5,4
263731,513,0,0,0,0,,,,
263732,524,0,0,0,0,5,0,5,9
263733,534,58,8,,,,,,
263733,504,0,1a,1,,,,,
263735,500,4,,,,,,,
263736,50c,ea,3,1,,,,,
263740,510,7c,5,0,,,,,
263741,512,0,0,0,0,,,,
263744,504,0,1a,1,,,,,
263747,500,4,,,,,,,
263749,548,0e,d0,0,32,c0,0,,
263751,514,0,2,0,,,,,
263755,534,50,8,,,,,,
263755,504,0,1a,1,,,,,
263757,513,0,0,0,0,,,,
263758,500,4,,,,,,,
263762,540,9,90,0,0b,40,0b,,
263764,509,9f,5,bb,5,dc,5,,
263767,538,0,0,88,6,5a,4,f9,1
263767,504,0,1a,1,,,,,
263767,512,0,0,0,0,,,,
263767,544,0a,70,18,7,e0,3,,
263768,508,0,0,0,0,2,,,
263768,500,4,,,,,,,
263774,54c,0c,c0,0,0c,90,0,,
263774,570,19,,,,,,,
263775,568,1a,,,,,,,
263776,534,56,8,,,,,,
263779,504,0,1a,1,,,,,
263779,520,0,9,5,4,3,4,5,4
263780,500,4,,,,,,,
263783,513,0,0,0,0,,,,
263783,524,0,0,0,0,5,0,5,9
263784,56c,19,,,,,,,
263787,50c,f6,3,1,,,,,
263788,504,0,1a,1,,,,,
263790,500,4,,,,,,,
263793,512,0,0,0,0,,,,
263797,534,54,8,,,,,,
263799,504,0,1a,1,,,,,
263800,548,0e,d0,0,51,d0,0,,
263801,564,19,,,,,,,
263802,52c,0,,,,,,,
263803,500,4,,,,,,,
263804,550,20,1f,1a,0,,,,
263804,55c,1b,,,,,,,
263809,513,0,0,0,0,,,,
263812,504,0,1a,1,,,,,
263814,540,9,90,0,0c,70,6,,
263816,500,4,,,,,,,
263816,509,a2,5,b9,5,d4,5,,
263816,538,0,0,88,6,5a,4,f8,1
263819,512,0,0,0,0,,,,
263819,544,0a,b0,18,7,e0,3,,
263819,534,4f,8,,,,,,
263819,508,0,0,0,0,2,,,
263822,504,0,1a,1,,,,,
263824,500,4,,,,,,,
263827,54c,0c,c0,0,0c,90,0,,
263827,528,0,,,,,,,
263830,520,0,9,5,4,3,4,5,4
263833,504,0,1a,1,,,,,
263835,513,0,0,0,0,,,,
263835,524,0,0,0,0,5,0,5,9
263835,500,4,,,,,,,
263838,50c,e8,3,1,,,,,
263840,510,7c,5,0,,,,,
263841,534,70,8,,,,,,
263844,504,0,1a,1,,,,,
263845,512,0,0,0,0,,,,
263846,500,4,,,,,,,
263852,548,0e,d0,0,33,d0,0,,
263852,514,0,2,0,,,,,
263855,504,0,1a,1,,,,,
263859,500,4,,,,,,,
263861,513,0,0,0,0,,,,
263861,534,4e,8,,,,,,
263864,540,9,90,0,0b,c0,8,,
263866,509,9f,5,ba,5,d4,5,,
263867,560,19,,,,,,,
263867,504,0,1a,1,,,,,
263867,538,0,0,88,6,5a,4,f8,1
263869,500,4,,,,,,,
263870,508,0,0,0,0,2,,,
263871,512,0,0,0,0,,,,
263871,544,0a,60,18,7,e0,3,,
263878,504,0,1a,1,,,,,
263878,54c,0c,c0,0,0c,90,0,,
263880,500,4,,,,,,,
263882,520,0,9,5,4,3,4,5,4
263883,534,51,8,,,,,,
263887,513,0,0,0,0,,,,
263887,524,0,0,0,0,5,0,5,9
263888,504,0,1a,1,,,,,
263889,50c,ea,3,1,,,,,
263891,500,4,,,,,,,
263894,554,0,0,0,0,,,,
263897,512,0,0,0,0,,,,
263899,504,0,1a,1,,,,,
263902,500,4,,,,,,,
263902,564,19,,,,,,,
263904,548,0e,d0,0,4e,c0,0,,
263904,52c,0,,,,,,,
263905,534,6f,8,,,,,,
263910,504,0,1a,1,,,,,
263913,513,0,0,0,0,,,,
263914,500,4,,,,,,,
263916,540,9,90,0,0b,60,0a,,
263918,509,a2,5,ba,5,cd,5,,
263919,538,0,0,88,6,5a,4,f7,1
263921,508,0,0,0,0,2,,,
263921,504,0,1a,1,,,,,
263923,512,0,0,0,0,,,,
263925,544,0a,b0,15,7,e0,3,,
263925,500,4,,,,,,,
263926,534,67,8,,,,,,
263928,528,0,,,,,,,
263928,54c,0c,c0,0,0c,90,0,,
263932,520,0,9,5,4,3,4,5,4
263932,504,0,1a,1,,,,,
263936,500,4,,,,,,,
263938,524,0,0,0,0,5,0,5,9
263939,513,0,0,0,0,,,,
263940,50c,eb,3,1,,,,,
263941,510,7c,5,0,,,,,
263943,504,0,1a,1,,,,,
263947,534,4f,8,,,,,,
263947,500,4,,,,,,,
263950,512,0,0,0,0,,,,
263953,514,0,2,0,,,,,
263954,548,0e,d0,0,45,c0,0,,
263954,504,0,1a,1,,,,,
263958,500,4,,,,,,,
263965,513,0,0,0,0,,,,
263965,504,0,1a,1,,,,,
263967,540,9,90,0,0c,60,0e,,
263968,509,a1,5,ba,5,cd,5,,
263969,534,6e,8,,,,,,
263973,538,0,0,88,6,5a,4,f7,1
263973,500,4,,,,,,,
263973,508,0,0,0,0,2,,,
263975,512,0,0,0,0,,,,
263975,570,19,,,,,,,
263976,568,1a,,,,,,,
263976,504,0,1a,1,,,,,
263977,544,0a,40,17,7,e0,3,,
263980,54c,0c,c0,0,0c,90,0,,
263981,500,4,,,,,,,
263984,520,0,9,5,4,3,4,5,4
263985,56c,19,,,,,,,
263987,504,0,1a,1,,,,,
263990,524,0,0,0,0,5,0,5,9
263991,534,67,8,,,,,,
263991,513,0,0,0,0,,,,
263992,50c,ea,3,1,,,,,
263992,500,4,,,,,,,
263998,504,0,1a,1,,,,,
264001,512,0,0,0,0,,,,
264003,500,4,,,,,,,
264003,564,19,,,,,,,
264004,52c,0,,,,,,,
264005,55c,1b,,,,,,,
264006,550,20,1f,1a,0,,,,
264006,548,0e,d0,0,3a,d0,0,,
264009,504,0,1a,1,,,,,
264011,534,53,8,,,,,,
264014,500,4,,,,,,,
264017,513,0,0,0,0,,,,
264019,540,9,90,0,0c,a0,0c,,
264020,509,a1,5,bb,5,c4,5,,
264020,538,0,0,88,6,5a,4,f7,1
264020,504,0,1a,1,,,,,
264023,508,0,0,0,0,2,,,
264026,500,4,,,,,,,
264027,512,0,0,0,0,,,,
264029,544,0a,10,16,7,e0,3,,
264029,528,0,,,,,,,
264031,504,0,1a,1,,,,,
264034,54c,0c,c0,0,0c,90,0,,
264034,534,6e,8,,,,,,
264036,520,0,9,5,4,3,4,5,4
264037,500,4,,,,,,,
264041,524,0,0,0,0,5,0,5,9
264042,50c,e2,3,1,,,,,
264043,504,0,1a,1,,,,,
264043,513,0,0,0,0,,,,
264044,510,7c,5,0,,,,,
264048,500,4,,,,,,,
264053,512,0,0,0,0,,,,
264053,504,0,1a,1,,,,,
264054,514,0,2,0,,,,,
264055,534,67,8,,,,,,
264058,548,0e,d0,0,4d,d0,0,,
264059,500,4,,,,,,,
264064,504,0,1a,1,,,,,
264067,560,19,,,,,,,
264069,513,0,0,0,0,,,,
264070,540,9,90,0,0b,20,0b,,
264072,500,4,,,,,,,
264073,509,a1,5,bb,5,c4,5,,
264073,538,0,0,88,6,5a,4,f7,1
264074,508,0,0,1,0,2,,,
264075,534,54,8,,,,,,
264075,504,0,1a,1,,,,,
264079,512,0,0,0,0,,,,
264080,544,9,f0,17,7,e0,3,,
264082,500,4,,,,,,,
264083,54c,0c,c0,0,0c,90,0,,
264086,520,0,9,5,4,3,4,5,4
264086,504,0,1a,1,,,,,
264093,50c,e8,3,1,,,,,
264093,500,4,,,,,,,
264094,524,0,0,0,0,5,0,5,9
264095,513,0,0,0,0,,,,
264096,554,0,0,0,0,,,,
264097,534,69,8,,,,,,
264097,504,0,1a,1,,,,,
264104,500,4,,,,,,,
264107,564,19,,,,,,,
264108,512,0,0,0,0,,,,
264108,52c,0,,,,,,,
264108,504,0,1a,1,,,,,
264109,548,0e,d0,0,2e,c0,0,,
264115,500,4,,,,,,,
264117,534,46,8,,,,,,
264119,504,0,1a,1,,,,,
264120,540,9,90,0,0b,80,11,,
264121,513,0,0,0,0,,,,
264123,509,a3,5,b9,5,bd,5,,
264123,538,0,0,88,6,5a,4,f7,1
264125,508,0,0,0,0,2,,,
264126,500,4,,,,,,,
264130,504,0,1a,1,,,,,
264131,512,0,0,0,0,,,,
264131,544,0a,60,16,7,d0,3,,
264131,528,0,,,,,,,
264135,54c,0c,c0,0,0c,90,0,,
264138,520,0,9,5,4,3,4,5,4
264140,500,4,,,,,,,
264141,534,6d,8,,,,,,
264142,504,0,1a,1,,,,,
264144,50c,e8,3,1,,,,,
264144,510,7d,5,0,,,,,
264146,524,0,0,0,0,5,0,5,9
264147,513,0,0,0,0,,,,
264149,500,4,,,,,,,
264153,504,0,1a,1,,,,,
264155,514,0,2,0,,,,,
264158,512,0,0,0,0,,,,
264160,500,4,,,,,,,
264161,548,0e,d0,0,4f,d0,0,,
264161,534,69,8,,,,,,
264163,504,0,1a,1,,,,,
264171,500,4,,,,,,,
264172,540,9,90,0,0b,c0,9,,
264172,509,a0,5,bb,5,bd,5,,
264173,513,0,0,0,0,,,,
264173,538,0,0,76,6,6c,4,f7,1
264176,504,0,1a,1,,,,,
264176,508,0,0,0,0,2,,,
264176,570,19,,,,,,,
264177,568,1a,,,,,,,
264182,500,4,,,,,,,
264183,512,0,0,0,0,,,,
264183,534,67,8,,,,,,
264183,544,0a,f0,14,7,e0,3,,
264185,504,0,1a,1,,,,,
264186,56c,19,,,,,,,
264188,54c,0c,c0,0,0c,90,0,,
264188,520,0,9,5,4,3,4,5,4
264194,500,4,,,,,,,
264195,50c,e9,3,1,,,,,
264196,504,0,1a,1,,,,,
264198,524,0,0,0,0,5,0,5,9
264199,513,0,0,0,0,,,,
264205,534,6f,8,,,,,,
264205,500,4,,,,,,,
264205,564,19,,,,,,,
264208,550,20,1f,1a,0,,,,
264208,55c,1b,,,,,,,
264208,504,0,1a,1,,,,,
264209,52c,0,,,,,,,
264209,512,0,0,0,0,,,,
264212,548,0e,d0,0,32,c0,0,,
264216,500,4,,,,,,,
264219,504,0,1a,1,,,,,
264223,509,a1,5,b8,5,b9,5,,
264224,538,0,0,76,6,6c,4,f9,1
264227,513,0,0,0,0,,,,
264227,540,9,90,0,0c,30,9,,
264227,534,6e,8,,,,,,
264227,500,4,,,,,,,
264227,508,0,0,0,0,2,,,
264229,504,0,1a,1,,,,,
264233,528,0,,,,,,,
264234,544,0a,e0,14,7,d0,3,,
264235,512,0,0,0,0,,,,
264238,500,4,,,,,,,
264240,54c,0b,c0,0,0c,90,0,,
264241,520,0,9,5,4,3,4,5,4
264241,504,0,1a,1,,,,,
264245,510,7c,5,0,,,,,
264246,50c,80,3,1,,,,,
264248,534,6a,8,,,,,,
264250,500,4,,,,,,,
264250,524,0,0,0,0,5,0,5,9
264251,513,0,0,0,0,,,,
264251,504,0,1a,1,,,,,
264256,514,0,2,0,,,,,
264261,512,0,0,0,0,,,,
264261,500,4,,,,,,,
264262,504,0,1a,1,,,,,
264265,548,0e,d0,0,49,c0,0,,
264268,560,19,,,,,,,
264270,534,72,8,,,,,,
264272,500,4,,,,,,,
264273,504,0,1a,1,,,,,
264274,509,a0,5,bb,5,b9,5,,
264277,538,0,0,76,6,6c,4,f9,1
264277,513,0,0,0,0,,,,
264278,540,9,90,0,0b,90,0a,,
264278,508,0,0,0,0,2,,,
264283,500,4,,,,,,,
264284,504,0,1a,1,,,,,
264285,544,0a,40,15,7,d0,3,,
264287,512,0,0,0,0,,,,
264290,520,0,9,5,4,3,4,5,4
264290,534,6d,8,,,,,,
264293,54c,0c,c0,0,0c,90,0,,
264294,500,4,,,,,,,
264295,504,0,1a,1,,,,,
264296,554,0,0,0,0,,,,
264297,50c,2e,2,1,,,,,
264302,524,0,0,0,0,5,0,5,9
264303,513,0,0,0,0,,,,
264306,500,4,,,,,,,
264306,564,19,,,,,,,
264307,504,0,1a,1,,,,,
264309,52c,0,,,,,,,
264311,534,65,8,,,,,,
264313,512,0,0,0,0,,,,
264317,548,0e,d0,0,3f,d0,0,,
264317,500,4,,,,,,,
264318,504,0,1a,1,,,,,
264325,509,a4,5,b8,5,b4,5,,
264326,538,0,0,76,6,6c,4,f9,1
264328,500,4,,,,,,,
264329,504,0,1a,1,,,,,
264331,513,0,0,0,0,,,,
264331,508,0,0,0,0,3,,,
264331,540,9,90,0,0b,e0,9,,
264333,534,6f,8,,,,,,
264334,528,0,,,,,,,
264337,544,0a,10,16,7,d0,3,,
264339,500,4,,,,,,,
264339,512,0,0,0,0,,,,
264339,504,0,1a,1,,,,,
264341,520,0,9,5,4,3,4,5,4
264344,54c,0c,c0,0,0c,90,0,,
264348,510,7b,5,0,,,,,
264348,50c,a3,1,0,,,,,
264350,500,4,,,,,,,
264350,504,0,1a,1,,,,,
264353,534,65,8,,,,,,
264354,524,0,0,0,0,5,0,5,9
264355,513,0,0,0,0,,,,
264357,514,0,4,0,,,,,
264361,504,0,1a,1,,,,,
264364,500,4,,,,,,,
264366,512,0,0,0,0,,,,
264369,548,0e,c0,0,3c,c0,0,,
264372,504,0,1a,1,,,,,
264373,500,4,,,,,,,
264376,534,6a,8,,,,,,
264376,509,a1,5,bb,5,b4,5,,
264377,538,0,0,76,6,6c,4,f9,1
264377,570,19,,,,,,,
264378,568,1a,,,,,,,
264380,508,0,0,0,0,1,,,
264381,513,0,0,0,0,,,,
264381,540,0a,a0,0,0c,50,9,,
264384,504,0,1a,1,,,,,
264384,500,4,,,,,,,
264387,544,0b,b0,16,8,f0,3,,
264388,56c,19,,,,,,,
264391,512,0,0,0,0,,,,
264392,520,0,9,5,4,3,4,5,4
264393,54c,0c,c0,0,0c,90,0,,
264396,500,4,,,,,,,
264396,504,0,1a,1,,,,,
264398,534,73,8,,,,,,
264399,50c,a9,1,0,,,,,
264405,524,0,0,0,0,5,0,5,9
264405,500,4,,,,,,,
264406,504,0,1a,1,,,,,
264407,513,0,0,0,0,,,,
264407,55c,1b,,,,,,,
264407,550,20,1f,1a,0,,,,
264410,564,19,,,,,,,
264412,52c,0,,,,,,,
264416,504,0,1a,1,,,,,
264417,512,0,0,0,0,,,,
264418,500,4,,,,,,,
264418,534,68,8,,,,,,
264419,548,0e,d0,0,4f,c0,0,,
264427,509,a4,5,b8,5,b0,5,,
264427,504,0,1a,1,,,,,
264428,538,0,0,76,6,6c,4,fc,1
264431,500,4,,,,,,,
264431,508,0,0,0,0,1,,,
264433,513,0,0,0,0,,,,
264433,540,0a,a0,0,0c,10,8,,
264436,528,0,,,,,,,
264438,504,0,1a,1,,,,,
264439,544,0b,20,15,8,e0,3,,
264439,500,4,,,,,,,
264440,534,6b,8,,,,,,
264443,512,0,0,0,0,,,,
264445,520,0,9,5,4,3,4,5,4
264445,54c,0c,d0,0,0c,90,0,,
264448,510,7b,5,0,,,,,
264449,504,0,1a,1,,,,,
264450,50c,86,1,0,,,,,
264450,500,4,,,,,,,
264456,524,0,0,0,0,5,0,5,9
264458,514,0,4,0,,,,,
264459,513,0,0,0,0,,,,
264460,504,0,1a,1,,,,,
264463,500,4,,,,,,,
264463,534,72,8,,,,,,
264469,512,0,0,0,0,,,,
264469,560,19,,,,,,,
264471,548,0e,d0,0,2d,d0,0,,
264472,504,0,1a,1,,,,,
264474,500,4,,,,,,,
264478,509,9f,5,bb,5,b0,5,,
264479,538,0,0,76,6,6c,4,fc,1
264482,508,0,0,0,0,1,,,
264485,504,0,1a,1,,,,,
264485,534,42,8,,,,,,
264485,500,4,,,,,,,
264485,513,0,0,0,0,,,,
264485,540,0a,a0,0,0c,50,0b,,
264489,544,0b,0,15,8,f0,3,,
264494,504,0,1a,1,,,,,
264495,512,0,0,0,0,,,,
264495,500,4,,,,,,,
264496,520,0,9,5,4,3,4,5,4
264499,54c,0c,c0,0,0c,90,0,,
264499,554,0,0,0,0,,,,
264501,50c,89,1,0,,,,,
264504,534,71,8,,,,,,
264504,504,0,1a,1,,,,,
264506,500,4,,,,,,,
264508,524,0,0,0,0,5,0,5,9
264508,564,19,,,,,,,
264511,513,0,0,0,0,,,,
264514,52c,0,,,,,,,
264516,504,0,1a,1,,,,,
264517,500,4,,,,,,,
264521,512,0,0,0,0,,,,
264523,548,0e,d0,0,4e,d0,0,,
264526,504,0,1a,1,,,,,
264527,534,80,8,,,,,,
264529,509,a5,5,b8,5,aa,5,,
264529,500,4,,,,,,,
264530,538,0,0,76,6,6c,4,fe,1
264533,508,0,0,0,0,1,,,
264537,540,0a,a0,0,0d,c0,0f,,
264537,513,0,0,0,0,,,,
264537,504,0,1a,1,,,,,
264538,528,0,,,,,,,
264540,500,4,,,,,,,
264541,544,0b,e0,14,8,f0,3,,
264547,512,0,0,0,0,,,,
264548,520,0,9,5,4,3,4,5,4
264548,54c,0b,d0,0,0c,90,0,,
264549,504,0,1a,1,,,,,
264553,534,49,8,,,,,,
264553,510,7b,5,0,,,,,
264553,500,4,,,,,,,
264553,50c,8d,1,0,,,,,
264559,514,0,4,0,,,,,
264560,504,0,1a,1,,,,,
264561,524,0,0,0,0,5,0,5,9
264562,500,4,,,,,,,
264563,513,0,0,0,0,,,,
264571,534,4b,8,,,,,,
264573,504,0,1a,1,,,,,
264574,512,0,0,0,0,,,,
264574,500,4,,,,,,,
264574,548,0e,d0,0,35,c0,0,,
264578,570,19,,,,,,,
264579,568,1a,,,,,,,
264580,509,9f,5,bb,5,a6,5,,
264581,538,0,0,76,6,6c,4,1,2
264582,504,0,1a,1,,,,,
264584,508,0,0,0,0,1,,,
264587,500,4,,,,,,,
264587,540,0a,a0,0,0d,c0,0d,,
264589,513,0,0,0,0,,,,
264589,56c,19,,,,,,,
264591,544,0b,10,15,8,f0,3,,
264591,534,55,8,,,,,,
264594,504,0,1a,1,,,,,
264596,500,4,,,,,,,
264598,520,0,9,5,4,3,4,5,4
264599,512,0,0,0,0,,,,
264601,54c,0c,c0,0,0c,90,0,,
264603,50c,98,1,0,,,,,
264605,504,0,1a,1,,,,,
264607,500,4,,,,,,,
264608,55c,1b,,,,,,,
264609,550,20,1f,1a,0,,,,
264609,564,19,,,,,,,
264613,524,0,0,0,0,5,0,5,9
264613,534,4c,8,,,,,,
264615,52c,0,,,,,,,
264617,513,0,0,0,0,,,,
264619,504,0,1a,1,,,,,
264619,500,4,,,,,,,
264625,512,0,0,0,0,,,,
264626,548,0e,d0,0,4a,c0,0,,
264627,504,0,1a,1,,,,,
264629,500,4,,,,,,,
264631,509,a3,5,b8,5,a6,5,,
264632,538,0,0,76,6,6c,4,1,2
264635,534,4e,8,,,,,,
264637,508,0,0,0,0,1,,,
264638,504,0,1a,1,,,,,
264639,540,0b,b0,0,0d,b0,8,,
264639,528,0,,,,,,,
264641,513,0,0,0,0,,,,
264641,500,4,,,,,,,
264642,544,0b,a0,16,9,f0,3,,
264648,504,0,1a,1,,,,,
264650,520,0,9,5,4,3,4,5,4
264650,510,7c,5,0,,,,,
264653,512,0,0,0,0,,,,
264653,54c,0c,c0,0,0c,90,0,,
264654,500,4,,,,,,,
264654,50c,88,1,0,,,,,
264657,534,51,8,,,,,,
264659,504,0,1a,1,,,,,
264660,514,0,4,0,,,,,
264663,500,4,,,,,,,
264665,524,0,0,0,0,5,0,5,9
264667,513,0,0,0,0,,,,
264670,560,19,,,,,,,
264671,504,0,1a,1,,,,,
264674,500,4,,,,,,,
264677,512,0,0,0,0,,,,
264678,534,47,8,,,,,,
264678,548,0e,d0,0,45,d0,0,,
264682,504,0,1a,1,,,,,
264682,509,9f,5,bb,5,a4,5,,
264683,538,0,0,76,6,6c,4,6,2
264685,500,4,,,,,,,
264688,508,0,0,0,0,1,,,
264691,540,0a,a0,0,0c,a0,0e,,
264693,504,0,1a,1,,,,,
264693,513,0,0,0,0,,,,
264694,544,0b,b0,18,8,f0,3,,
264697,500,4,,,,,,,
264699,534,55,8,,,,,,
264701,554,0,0,0,0,,,,
264702,520,0,9,5,4,3,4,5,4
264703,54c,0c,c0,0,0c,90,0,,
264705,512,0,0,0,0,,,,
264705,504,0,1a,1,,,,,
264705,50c,86,1,0,,,,,
264708,500,4,,,,,,,
264710,564,19,,,,,,,
264715,504,0,1a,1,,,,,
264715,52c,0,,,,,,,
264716,524,0,0,0,0,5,0,5,9
264719,513,0,0,0,0,,,,
264719,500,4,,,,,,,
264722,534,55,8,,,,,,
264726,504,0,1a,1,,,,,
264729,512,0,0,0,0,,,,
264730,500,4,,,,,,,
264730,548,0e,d0,0,37,c0,0,,
264733,509,a1,5,b9,5,a4,5,,
264734,538,0,0,76,6,6c,4,6,2
264737,504,0,1a,1,,,,,
264737,508,0,0,0,0,1,,,
264740,528,0,,,,,,,
264742,500,4,,,,,,,
264742,540,0a,b0,0,0d,d0,0c,,
264743,534,4d,8,,,,,,
264744,544,0b,40,17,8,f0,3,,
264745,513,0,0,0,0,,,,
264747,504,0,1a,1,,,,,
264751,510,7a,5,0,,,,,
264752,520,0,9,5,4,3,4,5,4
264753,500,4,,,,,,,
264754,54c,0c,c0,0,0c,90,0,,
264757,512,0,0,0,0,,,,
264757,50c,8d,1,0,,,,,
264758,504,0,1a,1,,,,,
264761,514,0,4,0,,,,,
264763,534,51,8,,,,,,
264764,500,4,,,,,,,
264767,524,0,0,0,0,5,0,5,9
264770,504,0,1a,1,,,,,
264771,513,0,0,0,0,,,,
264775,500,4,,,,,,,
264779,570,19,,,,,,,
264780,568,1a,,,,,,,
264781,504,0,1a,1,,,,,
264781,512,0,0,0,0,,,,
264782,548,0e,d0,0,58,d0,0,,
264784,509,9f,5,bb,5,9c,5,,
264785,534,4d,8,,,,,,
264785,538,0,0,76,6,6c,4,7,2
264786,500,4,,,,,,,
264788,508,0,0,0,0,1,,,
264791,56c,19,,,,,,,
264792,504,0,1a,1,,,,,
264792,540,0a,a0,0,0d,30,8,,
264796,544,0b,c0,17,8,e0,3,,
264797,513,0,0,0,0,,,,
264797,500,4,,,,,,,
264803,504,0,1a,1,,,,,
264803,520,0,9,5,4,3,4,5,4
264806,54c,0c,c0,0,0c,90,0,,
264807,50c,8c,1,0,,,,,
264809,512,0,0,0,0,,,,
264809,534,45,8,,,,,,
264809,500,4,,,,,,,
264809,55c,1b,,,,,,,
264811,550,20,1f,1a,0,,,,
264811,564,19,,,,,,,
264813,504,0,1a,1,,,,,
264817,52c,0,,,,,,,
264819,524,0,0,0,0,5,0,5,9
264820,500,4,,,,,,,
264823,513,0,0,0,0,,,,
264824,504,0,1a,1,,,,,
264828,534,4e,8,,,,,,
264831,500,4,,,,,,,
264833,548,0e,d0,0,2e,c0,0,,
264834,512,0,0,0,0,,,,
264835,509,a2,5,b9,5,9c,5,,
264836,504,0,1a,1,,,,,
264836,538,0,0,76,6,6c,4,7,2
264839,508,0,0,0,0,1,,,
264842,500,4,,,,,,,
264842,528,0,,,,,,,
264844,540,0a,a0,0,0d,10,10,,
264847,504,0,1a,1,,,,,
264848,544,0b,60,17,8,e0,3,,
264849,513,0,0,0,0,,,,
264849,534,4e,8,,,,,,
264852,510,7c,5,0,,,,,
264853,500,4,,,,,,,
264855,520,0,9,5,4,3,4,5,4
264858,504,0,1a,1,,,,,
264858,50c,8c,1,0,,,,,
264859,54c,0c,c0,0,0c,90,0,,
264860,512,0,0,0,0,,,,
264862,514,0,4,0,,,,,
264865,500,4,,,,,,,
264869,504,0,1a,1,,,,,
264871,534,47,8,,,,,,
264871,560,19,,,,,,,
264872,524,0,0,0,0,5,0,5,9
264875,513,0,0,0,0,,,,
264876,500,4,,,,,,,
264880,504,0,1a,1,,,,,
264885,548,0e,d0,0,4e,c0,0,,
264886,512,0,0,0,0,,,,
264886,509,9f,5,ba,5,96,5,,
264887,500,4,,,,,,,
264887,538,0,0,76,6,6c,4,0a,2
264890,508,0,0,0,0,1,,,
264891,504,0,1a,1,,,,,
264893,534,4e,8,,,,,,
264894,540,0a,a0,0,0c,40,0b,,
