Millis,ID,B0,B1,B2,B3,B4,B5,B6,B7
91663,548,0e,d0,0,95,c0,0,,
91665,52c,0,,,,,,,
91665,524,0,0,0,0,5,0,5,9
91669,564,17,,,,,,,
91669,500,4,,,,,,,
91670,508,0,0,a6,0,3,,,
91670,509,ab,5,f5,1,5c,3,,
91670,538,0,0,aa,2,aa,2,5,2
91671,534,45,8,,,,,,
91673,504,0,1a,1,,,,,
91674,510,77,5,0,,,,,
91676,513,0,0,0,0,,,,
91677,512,0,0,0,0,,,,
91681,500,4,,,,,,,
91682,550,17,17,17,0,,,,
91682,514,0,4,0,,,,,
91683,504,0,1a,1,,,,,
91690,50c,42,6,1,,,,,
91691,528,0,,,,,,,
91694,500,4,,,,,,,
91694,534,46,8,,,,,,
91694,504,0,1a,1,,,,,
91695,570,18,,,,,,,
91697,54c,0c,c0,0,0c,90,0,,
91701,540,8,a0,0,0c,b0,0,,
91702,500,4,,,,,,,
91702,513,0,0,0,0,,,,
91703,512,0,0,0,0,,,,
91705,504,0,1a,1,,,,,
91712,544,0a,90,0,8,20,5,,
91712,520,0,9,5,5,3,5,5,4
91713,548,0f,d0,0,97,c0,0,,
91713,534,4f,8,,,,,,
91713,500,4,,,,,,,
91716,568,18,,,,,,,
91716,504,0,1a,1,,,,,
91717,524,0,0,0,0,5,0,5,9
91721,508,0,0,a6,0,3,,,
91721,509,ad,5,f4,1,5a,3,,
91723,538,0,0,aa,2,aa,2,3,2
91724,56c,18,,,,,,,
91724,500,4,,,,,,,
91727,504,0,1a,1,,,,,
91728,513,0,0,0,0,,,,
91729,512,0,0,0,0,,,,
91736,500,4,,,,,,,
91736,534,46,8,,,,,,
91738,504,0,1a,1,,,,,
91741,50c,40,6,1,,,,,
91743,55c,18,,,,,,,
91746,500,4,,,,,,,
91748,54c,0c,c0,0,0c,90,0,,
91749,504,0,1a,1,,,,,
91752,540,7,90,0,0c,b0,0,,
91754,513,0,0,0,0,,,,
91755,512,0,0,0,0,,,,
91757,500,4,,,,,,,
91758,534,46,8,,,,,,
91760,504,0,1a,1,,,,,
91762,554,0,0,0,0,,,,
91763,544,0a,90,0,8,20,5,,
91764,520,0,9,5,5,3,5,5,4
91765,548,0f,d0,0,9a,c0,0,,
91767,52c,0,,,,,,,
91768,500,4,,,,,,,
91769,524,0,0,0,0,5,0,5,9
91770,564,17,,,,,,,
91771,504,0,1a,1,,,,,
91772,508,0,0,a6,0,3,,,
91774,509,ad,5,f4,1,5a,3,,
91774,538,0,0,aa,2,aa,2,3,2
91775,510,77,5,0,,,,,
91778,534,4e,8,,,,,,
91779,500,4,,,,,,,
91780,560,17,,,,,,,
91780,513,0,0,0,0,,,,
91781,512,0,0,0,0,,,,
91782,504,0,1a,1,,,,,
91783,514,0,4,0,,,,,
91791,500,4,,,,,,,
91792,50c,3f,6,1,,,,,
91793,504,0,1a,1,,,,,
91793,528,0,,,,,,,
91799,54c,0c,c0,0,0c,90,0,,
91800,534,46,8,,,,,,
91801,500,4,,,,,,,
91804,504,0,1a,1,,,,,
91804,540,7,90,0,0c,b0,0,,
91806,513,0,0,0,0,,,,
91808,512,0,0,0,0,,,,
91812,500,4,,,,,,,
91815,544,0a,90,0,7,10,5,,
91815,504,0,1a,1,,,,,
91815,520,0,9,5,5,3,5,5,4
91816,548,0e,d0,0,90,c0,0,,
91821,524,0,0,0,0,5,0,5,9
91822,534,46,8,,,,,,
91823,538,0,0,aa,2,aa,2,3,2
91823,509,ae,5,f4,1,5a,3,,
91826,508,0,0,a6,0,3,,,
91826,500,4,,,,,,,
91826,504,0,1a,1,,,,,
91832,513,0,0,0,0,,,,
91833,512,0,0,0,0,,,,
91834,500,4,,,,,,,
91837,504,0,1a,1,,,,,
91842,534,4c,8,,,,,,
91843,50c,42,6,1,,,,,
91846,500,4,,,,,,,
91850,504,0,1a,1,,,,,
91851,54c,0c,c0,0,0c,90,0,,
91856,540,7,90,0,0c,b0,0,,
91856,500,4,,,,,,,
91858,513,0,0,0,0,,,,
91859,512,0,0,0,0,,,,
91859,504,0,1a,1,,,,,
91864,534,45,8,,,,,,
91867,544,0a,90,0,8,10,5,,
91867,520,0,9,5,5,3,5,5,4
91869,500,4,,,,,,,
91869,548,0f,d0,0,a2,c0,0,,
91870,52c,0,,,,,,,
91870,504,0,1a,1,,,,,
91871,564,17,,,,,,,
91873,524,0,0,0,0,5,0,5,9
91874,508,0,0,a5,0,3,,,
91874,509,ad,5,f4,1,5a,3,,
91875,538,0,0,aa,2,aa,2,3,2
91875,510,78,5,0,,,,,
91878,500,4,,,,,,,
91881,504,0,1a,1,,,,,
91884,514,0,4,0,,,,,
91884,513,0,0,0,0,,,,
91885,512,0,0,0,0,,,,
91887,550,17,17,17,0,,,,
91887,534,46,8,,,,,,
91889,500,4,,,,,,,
91892,504,0,1a,1,,,,,
91894,50c,3c,6,1,,,,,
91896,528,0,,,,,,,
91897,570,18,,,,,,,
91901,500,4,,,,,,,
91903,54c,0c,c0,0,0c,90,0,,
91903,504,0,1a,1,,,,,
91907,540,8,a0,0,0c,b0,0,,
91907,534,46,8,,,,,,
91910,513,0,0,0,0,,,,
91911,512,0,0,0,0,,,,
91911,500,4,,,,,,,
91914,504,0,1a,1,,,,,
91917,568,18,,,,,,,
91918,544,0a,90,0,7,10,5,,
91918,520,0,9,5,5,3,5,5,4
91919,548,0f,d0,0,90,c0,0,,
91922,500,4,,,,,,,
91924,56c,18,,,,,,,
91925,524,0,0,0,0,5,0,5,9
91925,508,0,0,a3,0,3,,,
91925,509,ae,5,f4,1,59,3,,
91927,504,0,1a,1,,,,,
91927,538,0,0,aa,2,aa,2,4,2
91929,534,45,8,,,,,,
91933,500,4,,,,,,,
91936,504,0,1a,1,,,,,
91936,513,0,0,0,0,,,,
91937,512,0,0,0,0,,,,
91943,55c,18,,,,,,,
91944,500,4,,,,,,,
91945,50c,3f,6,1,,,,,
91947,504,0,1a,1,,,,,
91951,534,46,8,,,,,,
91953,54c,0c,c0,0,0c,90,0,,
91955,500,4,,,,,,,
91958,504,0,1a,1,,,,,
91959,540,7,90,0,0c,b0,0,,
91962,513,0,0,0,0,,,,
91962,554,0,0,0,0,,,,
91963,512,0,0,0,0,,,,
91966,500,4,,,,,,,
91969,504,0,1a,1,,,,,
91970,544,0a,90,0,7,10,5,,
91970,520,0,9,5,5,3,5,5,4
91970,548,0e,d0,0,9c,c0,0,,
91970,52c,0,,,,,,,
91971,534,45,8,,,,,,
91972,564,17,,,,,,,
91976,508,0,0,a4,0,3,,,
91976,509,ac,5,f4,1,59,3,,
91976,538,0,0,aa,2,aa,2,4,2
91979,500,4,,,,,,,
91979,510,78,5,0,,,,,
91979,524,0,0,0,0,5,0,5,9
91980,504,0,1a,1,,,,,
91981,560,17,,,,,,,
91985,514,0,4,0,,,,,
91988,500,4,,,,,,,
91988,513,0,0,0,0,,,,
91989,512,0,0,0,0,,,,
91991,504,0,1a,1,,,,,
91993,534,46,8,,,,,,
91995,528,0,,,,,,,
91996,50c,3c,6,1,,,,,
91999,500,4,,,,,,,
92002,504,0,1a,1,,,,,
92005,54c,0c,c0,0,0c,90,0,,
92009,540,7,90,0,0b,b0,0,,
92010,500,4,,,,,,,
92013,504,0,1a,1,,,,,
92013,534,46,8,,,,,,
92016,513,0,0,0,0,,,,
92016,512,0,0,0,0,,,,
92020,544,0a,90,0,8,10,5,,
92020,520,0,9,5,5,3,5,5,4
92021,500,4,,,,,,,
92022,548,0f,d0,0,93,c0,0,,
92024,504,0,1a,1,,,,,
92027,508,0,0,a3,0,3,,,
92027,509,ad,5,f4,1,5e,3,,
92027,538,0,0,aa,2,aa,2,5,2
92030,524,0,0,0,0,5,0,5,9
92032,500,4,,,,,,,
92035,504,0,1a,1,,,,,
92036,534,46,8,,,,,,
92040,513,0,0,0,0,,,,
92041,512,0,0,0,0,,,,
92043,500,4,,,,,,,
92046,504,0,1a,1,,,,,
92047,50c,38,6,1,,,,,
92054,500,4,,,,,,,
92057,54c,0c,c0,0,0c,90,0,,
92057,504,0,1a,1,,,,,
92058,534,45,8,,,,,,
92060,540,7,90,0,0c,b0,0,,
92065,500,4,,,,,,,
92066,513,0,0,0,0,,,,
92067,512,0,0,0,0,,,,
92068,504,0,1a,1,,,,,
92071,544,0a,90,0,8,10,5,,
92072,520,0,9,5,5,3,5,5,4
92074,52c,0,,,,,,,
92074,564,17,,,,,,,
92074,548,0f,d0,0,9c,c0,0,,
92076,500,4,,,,,,,
92078,508,0,0,a4,0,3,,,
92078,509,ac,5,f5,1,5e,3,,
92078,510,78,5,0,,,,,
92078,534,47,8,,,,,,
92078,538,0,0,aa,2,aa,2,5,2
92079,504,0,1a,1,,,,,
92081,524,0,0,0,0,5,0,5,9
92086,514,0,4,0,,,,,
92087,500,4,,,,,,,
92088,550,17,17,17,0,,,,
92090,504,0,1a,1,,,,,
92092,513,0,0,0,0,,,,
92093,512,0,0,0,0,,,,
92097,528,0,,,,,,,
92098,500,4,,,,,,,
92098,50c,3d,6,1,,,,,
92100,570,18,,,,,,,
92101,534,46,8,,,,,,
92101,504,0,1a,1,,,,,
92108,54c,0c,c0,0,0c,90,0,,
92109,500,4,,,,,,,
92112,504,0,1a,1,,,,,
92112,540,7,90,0,0c,b0,0,,
92118,568,18,,,,,,,
92118,513,0,0,0,0,,,,
92119,512,0,0,0,0,,,,
92121,500,4,,,,,,,
92122,534,45,8,,,,,,
92123,504,0,1a,1,,,,,
92123,544,0a,90,0,8,10,5,,
92123,520,0,9,5,5,3,5,5,4
92124,548,0e,d0,0,9b,c0,0,,
92125,56c,18,,,,,,,
92129,508,0,0,a2,0,3,,,
92129,509,ab,5,f4,1,61,3,,
92129,538,0,0,aa,2,aa,2,6,2
92132,500,4,,,,,,,
92132,524,0,0,0,0,5,0,5,9
92134,504,0,1a,1,,,,,
92142,500,4,,,,,,,
92142,534,47,8,,,,,,
92144,55c,18,,,,,,,
92144,513,0,0,0,0,,,,
92145,512,0,0,0,0,,,,
92145,504,0,1a,1,,,,,
92149,50c,3d,6,1,,,,,
92153,500,4,,,,,,,
92156,504,0,1a,1,,,,,
92160,54c,0c,c0,0,0c,90,0,,
92163,554,0,0,0,0,,,,
92164,500,4,,,,,,,
92164,540,8,a0,0,0c,b0,0,,
92164,534,46,8,,,,,,
92167,504,0,1a,1,,,,,
92170,513,0,0,0,0,,,,
92171,512,0,0,0,0,,,,
92174,52c,0,,,,,,,
92175,564,17,,,,,,,
92175,544,0a,90,0,8,10,5,,
92175,520,0,9,5,5,3,5,5,4
92175,500,4,,,,,,,
92176,548,0f,d0,0,92,c0,0,,
92178,504,0,1a,1,,,,,
92179,510,78,5,0,,,,,
92180,508,0,0,a2,0,3,,,
92180,509,aa,5,f5,1,61,3,,
92182,538,0,0,aa,2,aa,2,6,2
92183,560,17,,,,,,,
92184,524,0,0,0,0,5,0,5,9
92186,500,4,,,,,,,
92187,534,46,8,,,,,,
92187,514,0,4,0,,,,,
92189,504,0,1a,1,,,,,
92196,513,0,0,0,0,,,,
92197,500,4,,,,,,,
92197,512,0,0,0,0,,,,
92199,528,0,,,,,,,
92200,50c,3d,6,1,,,,,
92201,504,0,1a,1,,,,,
92207,534,47,8,,,,,,
92207,500,4,,,,,,,
92211,54c,0c,c0,0,0c,90,0,,
92212,504,0,1a,1,,,,,
92215,540,7,90,0,0b,a0,0,,
92218,500,4,,,,,,,
92222,513,0,0,0,0,,,,
92225,512,0,0,0,0,,,,
92226,504,0,1a,1,,,,,
92226,544,0a,90,0,7,10,5,,
92226,520,0,9,5,5,3,5,5,4
92228,548,0f,d0,0,9b,c0,0,,
92229,534,46,8,,,,,,
92230,500,4,,,,,,,
92231,508,0,0,a1,0,3,,,
92231,509,ad,5,f4,1,61,3,,
92231,538,0,0,aa,2,aa,2,8,2
92234,504,0,1a,1,,,,,
92235,524,0,0,0,0,5,0,5,9
92241,500,4,,,,,,,
92245,504,0,1a,1,,,,,
92248,513,0,0,0,0,,,,
92249,512,0,0,0,0,,,,
92251,534,46,8,,,,,,
92251,50c,35,6,1,,,,,
92251,500,4,,,,,,,
92256,504,0,1a,1,,,,,
92262,54c,0b,c0,0,0c,90,0,,
92262,500,4,,,,,,,
92267,540,7,90,0,0c,b0,0,,
92267,504,0,1a,1,,,,,
92271,534,4e,8,,,,,,
92273,500,4,,,,,,,
92274,513,0,0,0,0,,,,
92275,512,0,0,0,0,,,,
92275,52c,0,,,,,,,
92276,564,17,,,,,,,
92278,544,0a,90,0,7,10,5,,
92278,504,0,1a,1,,,,,
92278,520,0,9,5,5,3,5,5,4
92279,548,0f,c0,0,92,c0,0,,
92281,510,79,5,0,,,,,
92282,508,0,0,a1,0,3,,,
92282,509,ac,5,f5,1,61,3,,
92282,538,0,0,aa,2,aa,2,8,2
92285,500,4,,,,,,,
92286,524,0,0,0,0,5,0,5,9
92289,514,0,4,0,,,,,
92289,550,17,17,17,0,,,,
92289,504,0,1a,1,,,,,
92293,534,45,8,,,,,,
92295,500,4,,,,,,,
92299,570,18,,,,,,,
92300,504,0,1a,1,,,,,
92300,513,0,0,0,0,,,,
92301,512,0,0,0,0,,,,
92301,528,0,,,,,,,
92303,50c,37,6,1,,,,,
92306,500,4,,,,,,,
92311,504,0,1a,1,,,,,
92314,54c,0c,c0,0,0c,90,0,,
92315,534,45,8,,,,,,
92317,500,4,,,,,,,
92319,540,7,90,0,0c,b0,0,,
92319,568,18,,,,,,,
92322,504,0,1a,1,,,,,
92326,513,0,0,0,0,,,,
92329,56c,18,,,,,,,
92329,512,0,0,0,0,,,,
92329,500,4,,,,,,,
92330,544,0a,90,0,7,10,5,,
92330,520,0,9,5,5,3,5,5,4
92331,548,0f,d0,0,a2,c0,0,,
92333,508,0,0,a1,0,3,,,
92333,509,ad,5,f4,1,61,3,,
92333,504,0,1a,1,,,,,
92333,538,0,0,aa,2,aa,2,9,2
92336,534,4e,8,,,,,,
92338,524,0,0,0,0,5,0,5,9
92340,500,4,,,,,,,
92344,504,0,1a,1,,,,,
92345,55c,18,,,,,,,
92350,500,4,,,,,,,
92352,513,0,0,0,0,,,,
92353,50c,35,6,1,,,,,
92353,512,0,0,0,0,,,,
92355,504,0,1a,1,,,,,
92358,534,46,8,,,,,,
92361,500,4,,,,,,,
92364,554,0,0,0,0,,,,
92366,54c,0b,c0,0,0c,90,0,,
92366,504,0,1a,1,,,,,
92370,540,7,a0,0,0c,b0,0,,
92372,500,4,,,,,,,
92377,52c,0,,,,,,,
92377,504,0,1a,1,,,,,
92378,564,17,,,,,,,
92380,513,0,0,0,0,,,,
92381,512,0,0,0,0,,,,
92381,534,45,8,,,,,,
92381,544,0a,90,0,8,10,5,,
92381,520,0,9,5,5,3,5,5,4
92382,510,79,5,0,,,,,
92382,548,0f,d0,0,91,c0,0,,
92383,560,17,,,,,,,
92383,500,4,,,,,,,
92384,538,0,0,aa,2,aa,2,9,2
92386,509,ac,5,f5,1,61,3,,
92386,508,0,0,a1,0,3,,,
92388,504,0,1a,1,,,,,
92389,514,0,4,0,,,,,
92391,524,0,0,0,0,5,0,5,9
92395,500,4,,,,,,,
92399,504,0,1a,1,,,,,
92400,534,4c,8,,,,,,
92403,528,0,,,,,,,
92404,50c,3a,6,1,,,,,
92406,513,0,0,0,0,,,,
92407,512,0,0,0,0,,,,
92407,500,4,,,,,,,
92410,504,0,1a,1,,,,,
92416,500,4,,,,,,,
92418,54c,0b,c0,0,0c,90,0,,
92421,504,0,1a,1,,,,,
92422,540,7,90,0,0c,b0,0,,
92422,534,46,8,,,,,,
92427,500,4,,,,,,,
92430,513,0,0,0,0,,,,
92431,512,0,0,0,0,,,,
92432,504,0,1a,1,,,,,
92433,544,0a,90,0,8,10,5,,
92433,520,0,9,5,5,3,5,5,4
92433,548,0f,c0,0,9a,c0,0,,
92437,508,0,0,9e,0,3,,,
92437,509,ac,5,f4,1,61,3,,
92437,538,0,0,aa,2,aa,2,0a,2
92438,500,4,,,,,,,
92442,524,0,0,0,0,5,0,5,9
92443,504,0,1a,1,,,,,
92444,534,46,8,,,,,,
92450,500,4,,,,,,,
92454,504,0,1a,1,,,,,
92455,50c,3a,6,1,,,,,
92456,513,0,0,0,0,,,,
92457,512,0,0,0,0,,,,
92460,500,4,,,,,,,
92464,534,45,8,,,,,,
92468,504,0,1a,1,,,,,
92470,54c,0c,c0,0,0c,90,0,,
92471,500,4,,,,,,,
92472,540,7,90,0,0b,a0,0,,
92476,504,0,1a,1,,,,,
92478,564,17,,,,,,,
92479,52c,0,,,,,,,
92482,500,4,,,,,,,
92482,513,0,0,0,0,,,,
92483,512,0,0,0,0,,,,
92485,510,79,5,0,,,,,
92486,548,0f,d0,0,8f,c0,0,,
92487,544,0a,90,0,8,10,5,,
92487,509,ac,5,f5,1,61,3,,
92487,504,0,1a,1,,,,,
92487,534,45,8,,,,,,
92487,520,0,9,5,5,3,5,5,4
92488,538,0,0,aa,2,aa,2,0a,2
92488,508,0,0,9e,0,3,,,
92490,550,17,17,17,0,,,,
92492,514,0,4,0,,,,,
92493,500,4,,,,,,,
92494,524,0,0,0,0,5,0,5,9
92498,504,0,1a,1,,,,,
92500,570,18,,,,,,,
92503,528,0,,,,,,,
92505,500,4,,,,,,,
92506,50c,3b,6,1,,,,,
92508,513,0,0,0,0,,,,
92509,534,44,8,,,,,,
92511,512,0,0,0,0,,,,
92511,504,0,1a,1,,,,,
92515,500,4,,,,,,,
92520,568,18,,,,,,,
92520,504,0,1a,1,,,,,
92522,54c,0c,c0,0,0c,90,0,,
92524,540,8,90,0,0c,b0,0,,
92526,500,4,,,,,,,
92527,56c,18,,,,,,,
92529,534,45,8,,,,,,
92531,504,0,1a,1,,,,,
92534,513,0,0,0,0,,,,
92535,512,0,0,0,0,,,,
92537,548,0f,d0,0,95,c0,0,,
92537,500,4,,,,,,,
92537,544,0a,90,0,8,20,5,,
92538,508,0,0,9e,0,3,,,
92538,509,ae,5,f4,1,61,3,,
92538,538,0,0,aa,2,aa,2,0a,2
92539,520,0,9,5,5,3,5,5,4
92542,504,0,1a,1,,,,,
92545,524,0,0,0,0,5,0,5,9
92546,55c,18,,,,,,,
92548,500,4,,,,,,,
92551,534,46,8,,,,,,
92553,504,0,1a,1,,,,,
92557,50c,36,6,1,,,,,
92559,500,4,,,,,,,
92560,513,0,0,0,0,,,,
92561,512,0,0,0,0,,,,
92564,504,0,1a,1,,,,,
92565,554,0,0,0,0,,,,
92570,500,4,,,,,,,
92571,534,46,8,,,,,,
92573,54c,0c,c0,0,0c,90,0,,
92574,540,7,90,0,0c,b0,0,,
92575,504,0,1a,1,,,,,
92579,564,17,,,,,,,
92580,52c,0,,,,,,,
92581,500,4,,,,,,,
92585,510,78,5,0,,,,,
92586,560,17,,,,,,,
92586,504,0,1a,1,,,,,
92586,513,0,0,0,0,,,,
92587,512,0,0,0,0,,,,
92589,538,0,0,aa,2,aa,2,0a,2
92589,509,ab,5,f5,1,61,3,,
92589,508,0,0,9e,0,3,,,
92589,520,0,9,5,5,3,5,5,4
92589,544,0a,90,0,7,10,5,,
92592,548,0e,d0,0,a0,c0,0,,
92592,514,0,4,0,,,,,
92592,500,4,,,,,,,
92593,534,44,8,,,,,,
92597,524,0,0,0,0,5,0,5,9
92597,504,0,1a,1,,,,,
92603,500,4,,,,,,,
92604,528,0,,,,,,,
92608,50c,2d,6,1,,,,,
92608,504,0,1a,1,,,,,
92612,513,0,0,0,0,,,,
92613,512,0,0,0,0,,,,
92614,500,4,,,,,,,
92615,534,45,8,,,,,,
92619,504,0,1a,1,,,,,
92624,54c,0c,c0,0,0c,90,0,,
92625,500,4,,,,,,,
92626,540,7,90,0,0c,b0,0,,
92630,504,0,1a,1,,,,,
92636,500,4,,,,,,,
92638,534,45,8,,,,,,
92639,513,0,0,0,0,,,,
92639,512,0,0,0,0,,,,
92640,538,0,0,aa,2,aa,2,0a,2
92640,509,ac,5,f4,1,61,3,,
92640,508,0,0,9e,0,3,,,
92640,544,0a,90,0,8,10,5,,
92641,520,0,9,5,5,3,5,5,4
92641,504,0,1a,1,,,,,
92641,548,0f,d0,0,8e,c0,0,,
92647,500,4,,,,,,,
92649,524,0,0,0,0,5,0,5,9
92652,504,0,1a,1,,,,,
92658,500,4,,,,,,,
92658,534,46,8,,,,,,
92659,50c,2e,6,1,,,,,
92663,504,0,1a,1,,,,,
92664,513,0,0,0,0,,,,
92665,512,0,0,0,0,,,,
92669,500,4,,,,,,,
92674,504,0,1a,1,,,,,
92676,54c,0c,c0,0,0c,90,0,,
92677,540,7,90,0,0c,b0,0,,
92680,534,45,8,,,,,,
92680,500,4,,,,,,,
92680,564,17,,,,,,,
92682,52c,0,,,,,,,
92685,504,0,1a,1,,,,,
92686,510,78,5,0,,,,,
92690,513,0,0,0,0,,,,
92693,550,17,17,17,0,,,,
92693,500,4,,,,,,,
92693,508,0,0,9e,0,3,,,
92693,509,ad,5,f5,1,61,3,,
92693,512,0,0,0,0,,,,
92693,538,0,0,aa,2,aa,2,0a,2
92693,548,0e,d0,0,99,c0,0,,
92693,544,0a,90,0,7,10,5,,
92693,520,0,9,5,5,3,5,5,4
92693,514,0,4,0,,,,,
92696,504,0,1a,1,,,,,
92699,524,0,0,0,0,5,0,5,9
92700,534,47,8,,,,,,
92701,570,18,,,,,,,
92702,500,4,,,,,,,
92706,528,0,,,,,,,
92707,504,0,1a,1,,,,,
92710,50c,2d,6,1,,,,,
92713,500,4,,,,,,,
92716,513,0,0,0,0,,,,
92719,512,0,0,0,0,,,,
92720,504,0,1a,1,,,,,
92721,568,18,,,,,,,
92722,534,45,8,,,,,,
92724,500,4,,,,,,,
92727,54c,0b,c0,0,0c,90,0,,
92728,56c,18,,,,,,,
92729,540,7,a0,0,0c,b0,0,,
92729,504,0,1a,1,,,,,
92735,500,4,,,,,,,
92740,504,0,1a,1,,,,,
92742,508,0,0,9e,0,3,,,
92742,509,a9,5,f4,1,61,3,,
92742,538,0,0,aa,2,aa,2,0a,2
92742,513,0,0,0,0,,,,
92743,512,0,0,0,0,,,,
92744,548,0f,d0,0,91,c0,0,,
92744,544,0a,90,0,8,10,5,,
92744,534,46,8,,,,,,
92744,520,0,9,5,5,3,5,5,4
92746,500,4,,,,,,,
92747,55c,18,,,,,,,
92751,524,0,0,0,0,5,0,5,9
92751,504,0,1a,1,,,,,
92757,500,4,,,,,,,
92761,50c,25,6,1,,,,,
92762,504,0,1a,1,,,,,
92764,534,47,8,,,,,,
92766,554,0,0,0,0,,,,
92768,500,4,,,,,,,
92770,513,0,0,0,0,,,,
92770,512,0,0,0,0,,,,
92773,504,0,1a,1,,,,,
92779,54c,0b,c0,0,0c,90,0,,
92779,500,4,,,,,,,
92779,540,7,90,0,0c,b0,0,,
92781,564,17,,,,,,,
92784,504,0,1a,1,,,,,
92784,52c,0,,,,,,,
92786,560,17,,,,,,,
92789,534,45,8,,,,,,
92789,510,79,5,0,,,,,
92790,500,4,,,,,,,
92793,508,0,0,9e,0,3,,,
92793,509,ad,5,f4,1,61,3,,
92793,538,0,0,aa,2,aa,2,0a,2
92793,514,0,4,0,,,,,
92794,513,0,0,0,0,,,,
92795,512,0,0,0,0,,,,
92795,504,0,1a,1,,,,,
92797,544,0a,90,0,8,10,5,,
92797,520,0,9,5,5,3,5,5,4
92798,548,0f,d0,0,9c,c0,0,,
92800,500,4,,,,,,,
92803,524,0,0,0,0,5,0,5,9
92806,528,0,,,,,,,
92806,504,0,1a,1,,,,,
92809,534,46,8,,,,,,
92812,500,4,,,,,,,
92812,50c,15,6,1,,,,,
92817,504,0,1a,1,,,,,
92820,513,0,0,0,0,,,,
92821,512,0,0,0,0,,,,
92822,500,4,,,,,,,
92828,504,0,1a,1,,,,,
92829,534,4e,8,,,,,,
92831,540,8,a0,0,0c,b0,0,,
92831,54c,0c,c0,0,0c,90,0,,
92834,500,4,,,,,,,
92839,504,0,1a,1,,,,,
92844,508,0,0,9e,0,3,,,
92844,509,ae,5,f4,1,61,3,,
92844,538,0,0,aa,2,aa,2,0a,2
92845,500,4,,,,,,,
92846,548,0e,d0,0,92,c0,0,,
92846,513,0,0,0,0,,,,
92847,544,0a,90,0,8,10,5,,
92847,512,0,0,0,0,,,,
92847,520,0,9,5,5,3,5,5,4
92850,504,0,1a,1,,,,,
92852,534,45,8,,,,,,
92854,524,0,0,0,0,5,0,5,9
92855,500,4,,,,,,,
92861,504,0,1a,1,,,,,
92863,50c,0b,6,1,,,,,
92866,500,4,,,,,,,
92872,504,0,1a,1,,,,,
92872,513,0,0,0,0,,,,
92873,534,46,8,,,,,,
92873,512,0,0,0,0,,,,
92877,500,4,,,,,,,
92881,54c,0c,c0,0,0c,90,0,,
92882,540,7,90,0,0b,a0,0,,
92882,564,17,,,,,,,
92883,504,0,1a,1,,,,,
92885,52c,0,,,,,,,
92889,500,4,,,,,,,
92889,510,77,5,0,,,,,
92892,550,17,17,17,0,,,,
92893,534,4d,8,,,,,,
92896,504,0,1a,1,,,,,
92896,514,0,4,0,,,,,
92896,508,0,0,9d,0,3,,,
92896,509,aa,5,f4,1,60,3,,
92896,538,0,0,aa,2,aa,2,0a,2
92897,544,0a,90,0,7,0,5,,
92898,548,0f,d0,0,90,c0,0,,
92898,513,0,0,0,0,,,,
92899,520,0,9,5,5,3,5,5,4
92899,512,0,0,0,0,,,,
92901,500,4,,,,,,,
92903,570,18,,,,,,,
92905,504,0,1a,1,,,,,
92905,524,0,0,0,0,5,0,5,9
92908,528,0,,,,,,,
92910,500,4,,,,,,,
92914,50c,0a,6,1,,,,,
92915,534,45,8,,,,,,
92916,504,0,1a,1,,,,,
92921,500,4,,,,,,,
92923,568,18,,,,,,,
92924,513,0,0,0,0,,,,
92925,512,0,0,0,0,,,,
92927,504,0,1a,1,,,,,
92929,56c,18,,,,,,,
92932,500,4,,,,,,,
92933,54c,0c,c0,0,0c,90,0,,
92938,540,7,90,0,0c,b0,0,,
92938,534,44,8,,,,,,
92938,504,0,1a,1,,,,,
92944,500,4,,,,,,,
92946,508,0,0,9e,0,3,,,
92946,509,ae,5,f4,1,60,3,,
92946,538,0,0,aa,2,aa,2,0a,2
92948,55c,18,,,,,,,
92949,544,0a,90,0,8,10,5,,
92949,504,0,1a,1,,,,,
92950,548,0f,d0,0,98,c0,0,,
92950,520,0,9,5,5,3,5,5,4
92950,513,0,0,0,0,,,,
92953,512,0,0,0,0,,,,
92954,500,4,,,,,,,
92957,524,0,0,0,0,5,0,5,9
92958,534,4c,8,,,,,,
92960,504,0,1a,1,,,,,
92965,50c,4,6,1,,,,,
92965,500,4,,,,,,,
92968,554,0,0,0,0,,,,
92971,504,0,1a,1,,,,,
92976,500,4,,,,,,,
92979,513,0,0,0,0,,,,
92979,512,0,0,0,0,,,,
92980,534,45,8,,,,,,
92982,504,0,1a,1,,,,,
92983,564,17,,,,,,,
92985,54c,0c,c0,0,0c,90,0,,
92987,52c,0,,,,,,,
92987,560,17,,,,,,,
92987,500,4,,,,,,,
92988,540,7,90,0,0b,a0,0,,
92990,510,79,5,0,,,,,
92993,504,0,1a,1,,,,,
92995,514,0,4,0,,,,,
92997,508,0,0,9d,0,3,,,
92997,509,ac,5,f4,1,61,3,,
92997,538,0,0,aa,2,aa,2,0a,2
92999,500,4,,,,,,,
92999,544,0a,90,0,7,0,5,,
93000,534,45,8,,,,,,
93001,548,0f,d0,0,8c,c0,0,,
93003,520,0,9,5,5,3,5,5,4
93003,513,0,0,0,0,,,,
93004,512,0,0,0,0,,,,
93004,504,0,1a,1,,,,,
93008,524,0,0,0,0,5,0,5,9
93009,500,4,,,,,,,
93010,528,0,,,,,,,
93015,504,0,1a,1,,,,,
93016,50c,f9,5,1,,,,,
93020,500,4,,,,,,,
93022,534,4f,8,,,,,,
93026,504,0,1a,1,,,,,
