Millis, ID, Ext, Bus, Len, B0, B1, B2, B3, B4, B5, B6, B7
4917,504,0,0,3,0,d1,1,0,0,0,0,0
4925,500,0,0,1,2,0,0,0,0,0,0,0
4934,540,0,0,6,9,90,0,8,90,0,0,0
4942,54C,0,0,6,d,c0,0,c,90,0,0,0
4951,534,0,0,2,a8,7,0,0,0,0,0,0
4959,500,0,0,1,2,0,0,0,0,0,0,0
4968,500,0,0,1,2,0,0,0,0,0,0,0
4976,504,0,0,3,0,d1,1,0,0,0,0,0
4985,500,0,0,1,2,0,0,0,0,0,0,0
4994,548,0,0,6,d,d0,0,b,c0,0,0,0
5002,524,0,0,8,0,0,9,0,9,0,5,9
5011,504,0,0,3,0,d1,1,0,0,0,0,0
5019,534,0,0,2,a7,7,0,0,0,0,0,0
5028,528,0,0,1,30,0,0,0,0,0,0,0
5037,504,0,0,3,0,d1,1,0,0,0,0,0
5048,504,0,0,3,0,d1,1,0,0,0,0,0
5056,500,0,0,1,2,0,0,0,0,0,0,0
5065,534,0,0,2,a7,7,0,0,0,0,0,0
5074,500,0,0,1,2,0,0,0,0,0,0,0
5083,504,0,0,3,0,d1,1,0,0,0,0,0
5091,500,0,0,1,2,0,0,0,0,0,0,0
5100,540,0,0,6,9,90,0,9,90,0,0,0
5109,54C,0,0,6,d,c0,0,c,90,0,0,0
5118,550,0,0,4,16,16,16,0,0,0,0,0
5127,500,0,0,1,2,0,0,0,0,0,0,0
5135,534,0,0,2,a8,7,0,0,0,0,0,0
5144,500,0,0,1,2,0,0,0,0,0,0,0
5153,534,0,0,2,a7,7,0,0,0,0,0,0
5162,500,0,0,1,2,0,0,0,0,0,0,0
5171,504,0,0,3,0,d1,1,0,0,0,0,0
5182,504,0,0,3,0,d1,1,0,0,0,0,0
5191,504,0,0,3,0,d1,1,0,0,0,0,0
5200,500,0,0,1,2,0,0,0,0,0,0,0
5209,548,0,0,6,d,d0,0,b,c0,0,0,0
5218,504,0,0,3,0,d1,1,0,0,0,0,0
5227,504,0,0,3,0,d1,1,0,0,0,0,0
5236,500,0,0,1,2,0,0,0,0,0,0,0
5245,500,0,0,1,2,0,0,0,0,0,0,0
5253,52C,0,0,1,30,0,0,0,0,0,0,0
